Cycle,Time (real),Time (simulation),Agent,Tag [lat],Tag [long],AveragePheromones
0,2021-11-02 19:55:43,0.0,tagRFID15,787.101854202282,283.4493269004138,0.0
0,2021-11-02 19:55:43,0.0,tagRFID16,773.742443483899,358.86309372735695,0.0
0,2021-11-02 19:55:43,0.0,tagRFID17,799.4737109468371,128.1656083322783,0.0
0,2021-11-02 19:55:43,0.0,tagRFID18,776.4155448294332,124.40436881225757,0.0
0,2021-11-02 19:55:43,0.0,tagRFID11,716.8361696703012,21.872491746902433,0.0
0,2021-11-02 19:55:43,0.0,tagRFID12,657.948691894721,11.777495559146931,0.0
0,2021-11-02 19:55:43,0.0,tagRFID13,801.3543307092604,208.5293370614844,0.0
0,2021-11-02 19:55:43,0.0,tagRFID14,760.0843281672611,201.60121920397697,0.0
0,2021-11-02 19:55:43,0.0,tagRFID7,504.14935229974213,78.28498857191879,0.0
0,2021-11-02 19:55:43,0.0,tagRFID8,578.8712217406849,90.95250191036891,0.0
0,2021-11-02 19:55:43,0.0,tagRFID9,685.4630429269062,109.16433833333208,0.0
0,2021-11-02 19:55:43,0.0,tagRFID10,643.7967995935821,102.13563627278839,0.0
0,2021-11-02 19:55:43,0.0,tagRFID3,367.473710945114,158.8468376966276,0.0
0,2021-11-02 19:55:43,0.0,tagRFID4,267.02057404031063,116.78435357009808,0.0
0,2021-11-02 19:55:43,0.0,tagRFID5,459.1181102338544,70.66497333245604,0.0
0,2021-11-02 19:55:43,0.0,tagRFID6,408.1493522973406,61.956819912651966,0.0
0,2021-11-02 19:55:43,0.0,tagRFID0,117.57683515413159,12.569977138745003,0.0
0,2021-11-02 19:55:43,0.0,tagRFID1,43.94310388710763,0.00000000141933844,0.0
0,2021-11-02 19:55:43,0.0,tagRFID2,186.26060451804108,23.951231903905853,0.0
1,2021-11-02 19:55:43,35.0,tagRFID123,950.3042926061481,55.12623825328836,0.0
1,2021-11-02 19:55:43,35.0,tagRFID124,1427.731775461074,72.94183388652347,0.0
1,2021-11-02 19:55:43,35.0,tagRFID125,1401.0099060167192,55.12623825612704,0.0
1,2021-11-02 19:55:43,35.0,tagRFID126,1290.6568453120385,18.608077218510534,0.0
1,2021-11-02 19:55:43,35.0,tagRFID119,1040.266192532013,124.00812801685215,0.0
1,2021-11-02 19:55:43,35.0,tagRFID120,1479.8862077698634,1205.5443230874937,0.0
1,2021-11-02 19:55:43,35.0,tagRFID121,1406.6487172941997,1246.5156210343248,0.0
1,2021-11-02 19:55:43,35.0,tagRFID122,958.5186690355611,59.579375159664366,0.0
1,2021-11-02 19:55:43,35.0,tagRFID115,926.2524765041737,149.24561849390534,0.0
1,2021-11-02 19:55:43,35.0,tagRFID116,878.0543561086766,141.32994666505402,0.0
1,2021-11-02 19:55:43,35.0,tagRFID117,1001.8674117337121,79.67183134412822,0.0
1,2021-11-02 19:55:43,35.0,tagRFID118,1045.5118110211097,89.1724663477884,0.0
1,2021-11-02 19:55:43,35.0,tagRFID111,1370.029972056918,380.8331216681452,0.0
1,2021-11-02 19:55:43,35.0,tagRFID112,1233.8511557034637,358.86309372735695,0.0
1,2021-11-02 19:55:43,35.0,tagRFID113,1123.6962153912343,182.4993650017106,0.0
1,2021-11-02 19:55:43,35.0,tagRFID114,987.7124714235646,159.63931927906435,0.0
1,2021-11-02 19:55:43,35.0,tagRFID107,900.3230886470814,302.8468376976041,0.0
1,2021-11-02 19:55:43,35.0,tagRFID108,887.7561595123417,378.26060452596664,0.0
1,2021-11-02 19:55:43,35.0,tagRFID109,946.4424688827008,1368.9418338829637,0.0
1,2021-11-02 19:55:43,35.0,tagRFID110,1382.1061722102395,305.9131318290739,0.0
1,2021-11-02 19:55:43,35.0,tagRFID103,1485.9243078466484,325.11557023437655,0.0
1,2021-11-02 19:55:43,35.0,tagRFID104,1635.2674625324526,269.69062738368467,0.0
1,2021-11-02 19:55:43,35.0,tagRFID105,1508.7874015745774,127.17500634993888,0.0
1,2021-11-02 19:55:43,35.0,tagRFID106,1577.3705867385022,22.070612142547105,0.0
1,2021-11-02 19:55:43,35.0,tagRFID99,121.63373126868599,1187.9268478555805,0.0
1,2021-11-02 19:55:43,35.0,tagRFID100,1510.4699009384817,167.65557531265512,0.0
1,2021-11-02 19:55:43,35.0,tagRFID101,1408.133096264837,150.72999745843933,0.0
1,2021-11-02 19:55:43,35.0,tagRFID102,1498.3937007846282,245.5443230934265,0.0
1,2021-11-02 19:55:43,35.0,tagRFID95,235.8455676897572,1265.7180594367887,0.0
1,2021-11-02 19:55:43,35.0,tagRFID96,106.78994158048212,1344.2011684016554,0.0
1,2021-11-02 19:55:43,35.0,tagRFID97,69.08305816410086,1366.7655575322165,0.0
1,2021-11-02 19:55:43,35.0,tagRFID98,128.36372872827783,1113.8999237992855,0.0
1,2021-11-02 19:55:43,35.0,tagRFID155,1661.2974345940004,819.0693421408075,0.0
1,2021-11-02 19:55:43,35.0,tagRFID156,1610.0330200668561,422.9961899935949,0.0
1,2021-11-02 19:55:43,35.0,tagRFID157,1046.9961899910727,636.9662179345024,0.0
1,2021-11-02 19:55:43,35.0,tagRFID158,911.6068072134951,614.697485397588,0.0
1,2021-11-02 19:55:43,35.0,tagRFID151,1584.9936499862638,572.9337058670427,0.0
1,2021-11-02 19:55:43,35.0,tagRFID152,1597.661163321201,497.81559563374606,0.0
1,2021-11-02 19:55:43,35.0,tagRFID153,1609.7343154680689,893.495554992007,0.0
1,2021-11-02 19:55:43,35.0,tagRFID154,1572.3230886466824,648.3474726981019,0.0
1,2021-11-02 19:55:43,35.0,tagRFID147,1435.4493268990354,625.1887223780521,0.0
1,2021-11-02 19:55:43,35.0,tagRFID148,1547.2837185667997,798.5836931659726,0.0
1,2021-11-02 19:55:43,35.0,tagRFID149,1559.7561595114105,723.3649987294978,0.0
1,2021-11-02 19:55:43,35.0,tagRFID150,1473.4549149090944,398.64871729981905,0.0
1,2021-11-02 19:55:43,35.0,tagRFID143,1448.0193040370355,549.973075948173,0.0
1,2021-11-02 19:55:43,35.0,tagRFID144,1422.882397763657,700.3068326140456,0.0
1,2021-11-02 19:55:43,35.0,tagRFID145,1533.5280670564534,880.4287528600719,0.0
1,2021-11-02 19:55:43,35.0,tagRFID146,1460.6868173726468,474.7543815118401,0.0
1,2021-11-02 19:55:43,35.0,tagRFID139,1250.3774447559979,671.2105664230858,0.0
1,2021-11-02 19:55:43,35.0,tagRFID140,1356.9662179293784,456.6431292862358,0.0
1,2021-11-02 19:55:43,35.0,tagRFID141,1408.925577847593,465.94869189956955,0.0
1,2021-11-02 19:55:43,35.0,tagRFID142,1385.2730505451004,926.5511811054449,0.0
1,2021-11-02 19:55:43,35.0,tagRFID135,1085.0017780018413,411.218694438706,0.0
1,2021-11-02 19:55:43,35.0,tagRFID136,1208.5130810244034,509.4925069884374,0.0
1,2021-11-02 19:55:43,35.0,tagRFID137,1221.1805943601214,434.0787401586555,0.0
1,2021-11-02 19:55:43,35.0,tagRFID138,1220.2905765795053,743.5549911121055,0.0
1,2021-11-02 19:55:43,35.0,tagRFID131,1187.3355346679325,822.6324612680223,0.0
1,2021-11-02 19:55:43,35.0,tagRFID132,1410.409956817627,775.5224790467635,0.0
1,2021-11-02 19:55:43,35.0,tagRFID133,1072.3312166631827,486.7299974609544,0.0
1,2021-11-02 19:55:43,35.0,tagRFID134,936.1493522976684,463.9674879391487,0.0
1,2021-11-02 19:55:43,35.0,tagRFID127,1237.9080518138312,9.403098807077601,0.0
1,2021-11-02 19:55:43,35.0,tagRFID128,1395.9624079251835,541.1643383293068,0.0
1,2021-11-02 19:55:43,35.0,tagRFID129,1336.779273558547,530.6731013474233,0.0
1,2021-11-02 19:55:43,35.0,tagRFID130,1396.9499618987272,857.568707138845,0.0
1,2021-11-02 19:55:43,35.0,tagRFID59,496.33121666087345,562.341884686239,0.0
1,2021-11-02 19:55:43,35.0,tagRFID60,399.7368554737024,520.7762255526158,0.0
1,2021-11-02 19:55:43,35.0,tagRFID61,511.2755905508007,526.5156210335584,0.0
1,2021-11-02 19:55:43,35.0,tagRFID62,414.4831089649689,485.047498097937,0.0
1,2021-11-02 19:55:43,35.0,tagRFID55,200.21742443350192,522.4587249183298,0.0
1,2021-11-02 19:55:43,35.0,tagRFID56,272.95808991743024,751.6718313446164,0.0
1,2021-11-02 19:55:43,35.0,tagRFID57,264.44805689660626,747.1181102393202,0.0
1,2021-11-02 19:55:43,35.0,tagRFID58,211.49809499679745,719.606807213234,0.0
1,2021-11-02 19:55:43,35.0,tagRFID51,546.6080772164255,168.347472693333,0.0
1,2021-11-02 19:55:43,35.0,tagRFID52,474.3611887221077,341.64185928517196,0.0
1,2021-11-02 19:55:43,35.0,tagRFID53,50.87122173986029,163.19939039982543,0.0
1,2021-11-02 19:55:43,35.0,tagRFID54,315.61493522670673,494.45059690075664,0.0
1,2021-11-02 19:55:43,35.0,tagRFID47,199.22682245268825,194.1793243585976,0.0
1,2021-11-02 19:55:43,35.0,tagRFID48,351.8374396730186,52.453136906512256,0.0
1,2021-11-02 19:55:43,35.0,tagRFID49,287.2105664190507,41.46812293547943,0.0
1,2021-11-02 19:55:43,35.0,tagRFID50,846.6812293608108,5.839979679862845,0.0
1,2021-11-02 19:55:43,35.0,tagRFID43,122.02997206001082,315.8100076226041,0.0
1,2021-11-02 19:55:43,35.0,tagRFID44,173.29743459545395,256.0325120658757,0.0
1,2021-11-02 19:55:43,35.0,tagRFID45,143.01244602203917,243.36499873040623,0.0
1,2021-11-02 19:55:43,35.0,tagRFID46,188.8361696699733,221.29438659211712,0.0
1,2021-11-02 19:55:43,35.0,tagRFID39,159.44119888090034,176.36372872820118,0.0
1,2021-11-02 19:55:43,35.0,tagRFID40,132.61874523553178,352.92557785218895,0.0
1,2021-11-02 19:55:43,35.0,tagRFID41,107.87807975425902,342.6324612659501,0.0
1,2021-11-02 19:55:43,35.0,tagRFID42,144.29870459845097,324.9174498346158,0.0
1,2021-11-02 19:55:43,35.0,tagRFID35,700.3068326104973,111.44119888456083,0.0
1,2021-11-02 19:55:43,35.0,tagRFID36,162.4099568171005,86.20370840466897,0.0
1,2021-11-02 19:55:43,35.0,tagRFID37,205.2649225296861,104.80873761942256,0.0
1,2021-11-02 19:55:43,35.0,tagRFID38,129.84810769348599,164.3881127776676,0.0
1,2021-11-02 19:55:43,35.0,tagRFID31,289.188722378021,382.4180848415348,0.0
1,2021-11-02 19:55:43,35.0,tagRFID32,279.7886715769003,259.00431801147465,0.0
1,2021-11-02 19:55:43,35.0,tagRFID33,650.2280924544575,60.96621793173187,0.0
1,2021-11-02 19:55:43,35.0,tagRFID34,707.9268478505631,70.1711963431648,0.0
1,2021-11-02 19:55:43,35.0,tagRFID91,459.51435102532116,650.5237490489912,0.0
1,2021-11-02 19:55:43,35.0,tagRFID92,861.924307848177,1407.1424942837396,0.0
1,2021-11-02 19:55:43,35.0,tagRFID93,758.9961899932358,1454.353060705196,0.0
1,2021-11-02 19:55:43,35.0,tagRFID94,714.5593091172982,1169.123698247879,0.0
1,2021-11-02 19:55:43,35.0,tagRFID87,208.6299212564304,611.6311912634214,0.0
1,2021-11-02 19:55:43,35.0,tagRFID88,434.4749809492352,437.14808229501773,0.0
1,2021-11-02 19:55:43,35.0,tagRFID89,384.5943611863563,556.9011938012804,0.0
1,2021-11-02 19:55:43,35.0,tagRFID90,351.6393192795384,644.6868173743046,0.0
1,2021-11-02 19:55:43,35.0,tagRFID83,734.648717295273,585.0068580155781,0.0
1,2021-11-02 19:55:43,35.0,tagRFID84,304.43180086190984,446.94437388962774,0.0
1,2021-11-02 19:55:43,35.0,tagRFID85,166.567437131817,481.1887223811918,0.0
1,2021-11-02 19:55:43,35.0,tagRFID86,259.6962153914074,660.7193294399249,0.0
1,2021-11-02 19:55:43,35.0,tagRFID79,165.57683515128724,484.65125730522834,0.0
1,2021-11-02 19:55:43,35.0,tagRFID80,105.30556261027077,418.44246888702133,0.0
1,2021-11-02 19:55:43,35.0,tagRFID81,721.4874269744508,663.2918465876389,0.0
1,2021-11-02 19:55:43,35.0,tagRFID82,709.5118110215399,723.465582928418,0.0
1,2021-11-02 19:55:43,35.0,tagRFID75,343.82118364109556,788.6868173752812,0.0
1,2021-11-02 19:55:43,35.0,tagRFID76,366.08686817176914,704.3637287305515,0.0
1,2021-11-02 19:55:43,35.0,tagRFID77,247.32435864660388,574.5156210324172,0.0
1,2021-11-02 19:55:43,35.0,tagRFID78,325.11557022877014,534.7299974612325,0.0
1,2021-11-02 19:55:43,35.0,tagRFID71,391.2268224534462,813.8237236478788,0.0
1,2021-11-02 19:55:43,35.0,tagRFID72,347.384302766891,919.1262382523345,0.0
1,2021-11-02 19:55:43,35.0,tagRFID73,414.68122936274256,757.8074676167065,0.0
1,2021-11-02 19:55:43,35.0,tagRFID74,114.9037338045168,669.0312420671622,0.0
1,2021-11-02 19:55:43,35.0,tagRFID67,341.34620268964477,602.1275082574236,0.0
1,2021-11-02 19:55:43,35.0,tagRFID68,189.72618745058938,757.7099314214014,0.0
1,2021-11-02 19:55:43,35.0,tagRFID69,162.2118364231945,693.774955550808,0.0
1,2021-11-02 19:55:43,35.0,tagRFID70,252.47244094351788,789.4762509526836,0.0
1,2021-11-02 19:55:43,35.0,tagRFID63,327.68808737261645,446.944373886931,0.0
1,2021-11-02 19:55:43,35.0,tagRFID64,667.6474472944872,388.1574803182194,0.0
1,2021-11-02 19:55:43,35.0,tagRFID65,652.9987299963614,455.45745491768605,0.0
1,2021-11-02 19:55:43,35.0,tagRFID66,294.92811785676366,626.7736855471837,0.0
1,2021-11-02 19:55:43,35.0,tagRFID251,1204.7518415006214,116.38811277597007,0.0
1,2021-11-02 19:55:43,35.0,tagRFID252,1209.1074422140696,91.84556769030648,0.0
1,2021-11-02 19:55:43,35.0,tagRFID253,876.7680975370197,1252.949961902399,0.0
1,2021-11-02 19:55:43,35.0,tagRFID254,2137.6367792708916,296.9093218211587,0.0
1,2021-11-02 19:55:43,35.0,tagRFID247,1229.5930911827659,78.58369316520623,0.0
1,2021-11-02 19:55:43,35.0,tagRFID248,2012.3423926839437,471.6880873775316,0.0
1,2021-11-02 19:55:43,35.0,tagRFID249,1948.108712218395,427.15062230129,0.0
1,2021-11-02 19:55:43,35.0,tagRFID250,1285.2161544326154,52.35560070992969,0.0
1,2021-11-02 19:55:43,35.0,tagRFID243,233.07493014742755,239.90246380495032,0.0
1,2021-11-02 19:55:43,35.0,tagRFID244,1415.1617983227904,109.75869951728548,0.0
1,2021-11-02 19:55:43,35.0,tagRFID245,1363.10490220739,100.059944123658,0.0
1,2021-11-02 19:55:43,35.0,tagRFID246,1235.1374142752627,43.9431038880302,0.0
1,2021-11-02 19:55:43,35.0,tagRFID239,2094.4861569713657,359.35687071522887,0.0
1,2021-11-02 19:55:43,35.0,tagRFID240,2224.23368046398,357.5768351569064,0.0
1,2021-11-02 19:55:43,35.0,tagRFID241,319.0774701516304,275.2349504727396,0.0
1,2021-11-02 19:55:43,35.0,tagRFID242,257.8155956295519,250.09499619084966,0.0
1,2021-11-02 19:55:43,35.0,tagRFID235,918.4343408656954,573.0312420622059,0.0
1,2021-11-02 19:55:43,35.0,tagRFID236,955.0530861037579,579.4655829316995,0.0
1,2021-11-02 19:55:43,35.0,tagRFID237,348.4724409456355,372.1249682496186,0.0
1,2021-11-02 19:55:43,35.0,tagRFID238,910.8143256252391,458.62433325091473,0.0
1,2021-11-02 19:55:43,35.0,tagRFID231,546.7056134091758,442.6893573804577,0.0
1,2021-11-02 19:55:43,35.0,tagRFID232,1195.748031495261,584.9093218175763,0.0
1,2021-11-02 19:55:43,35.0,tagRFID233,923.8780797535592,539.1831343674667,0.0
1,2021-11-02 19:55:43,35.0,tagRFID234,799.0774701550864,1244.2418084882722,0.0
1,2021-11-02 19:55:43,35.0,tagRFID227,1159.6230632468446,888.7437134853888,0.0
1,2021-11-02 19:55:43,35.0,tagRFID228,815.3081026171675,1570.7411734868433,0.0
1,2021-11-02 19:55:43,35.0,tagRFID229,481.6855473707626,597.3787147602397,0.0
1,2021-11-02 19:55:43,35.0,tagRFID230,543.145542291289,450.80619761140736,0.0
1,2021-11-02 19:55:43,35.0,tagRFID223,133.21310642601415,602.325628651649,0.0
1,2021-11-02 19:55:43,35.0,tagRFID224,58.591821180656076,533.7424434883275,0.0
1,2021-11-02 19:55:43,35.0,tagRFID225,1520.9580899135212,948.5212090449558,0.0
1,2021-11-02 19:55:43,35.0,tagRFID226,1506.2118364223613,1023.3406146821263,0.0
1,2021-11-02 19:55:43,35.0,tagRFID283,1818.8549657099625,382.71374143092333,0.0
1,2021-11-02 19:55:43,35.0,tagRFID284,46.02184404258526,918.6324612644626,0.0
1,2021-11-02 19:55:43,35.0,tagRFID285,1241.8674117349965,980.5862331734995,0.0
1,2021-11-02 19:55:43,35.0,tagRFID286,1298.3774447518408,912.000000002163,0.0
1,2021-11-02 19:55:43,35.0,tagRFID279,1488.6949453888362,1334.1061722167385,0.0
1,2021-11-02 19:55:43,35.0,tagRFID280,1122.312420622427,1432.5781051564372,0.0
1,2021-11-02 19:55:43,35.0,tagRFID281,1123.9182980054459,1431.944569201744,0.0
1,2021-11-02 19:55:43,35.0,tagRFID282,1198.6162052307668,1357.3624587264162,0.0
1,2021-11-02 19:55:43,35.0,tagRFID275,899.2349504683368,1083.4168148362583,0.0
1,2021-11-02 19:55:43,35.0,tagRFID276,1469.9893319766527,1290.1630683287085,0.0
1,2021-11-02 19:55:43,35.0,tagRFID277,1394.5698688375523,1264.0566299211707,0.0
1,2021-11-02 19:55:43,35.0,tagRFID278,1458.7086614182538,1315.4005588030648,0.0
1,2021-11-02 19:55:43,35.0,tagRFID271,1394.1793243573202,1263.4411988857019,0.0
1,2021-11-02 19:55:43,35.0,tagRFID272,357.576835151371,1771.3517907057842,0.0
1,2021-11-02 19:55:43,35.0,tagRFID273,1834.2961645911994,575.0124460268847,0.0
1,2021-11-02 19:55:43,35.0,tagRFID274,1837.1643383262792,353.71501143243006,0.0
1,2021-11-02 19:55:43,35.0,tagRFID267,1747.7967995910385,296.711201421256,0.0
1,2021-11-02 19:55:43,35.0,tagRFID268,714.7574295155332,747.9105918217571,0.0
1,2021-11-02 19:55:43,35.0,tagRFID269,610.9392938787339,923.9756159526966,0.0
1,2021-11-02 19:55:43,35.0,tagRFID270,1709.2974345953787,253.65811531522573,0.0
1,2021-11-02 19:55:43,35.0,tagRFID263,244.94996190056673,196.5537211079702,0.0
1,2021-11-02 19:55:43,35.0,tagRFID264,192.39624079233113,387.36499872996336,0.0
1,2021-11-02 19:55:43,35.0,tagRFID265,1038.1874523722065,1210.2931165860969,0.0
1,2021-11-02 19:55:43,35.0,tagRFID266,1184.5618491223072,6.434340870912937,0.0
1,2021-11-02 19:55:43,35.0,tagRFID259,1240.3830327653175,902.3012446028582,0.0
1,2021-11-02 19:55:43,35.0,tagRFID260,1227.1211582397914,978.2118364227076,0.0
1,2021-11-02 19:55:43,35.0,tagRFID261,1129.139954279453,961.5849631715727,0.0
1,2021-11-02 19:55:43,35.0,tagRFID262,1179.4168148337276,34.64058928413078,0.0
1,2021-11-02 19:55:43,35.0,tagRFID255,2098.7411734800744,269.79121158402415,0.0
1,2021-11-02 19:55:43,35.0,tagRFID256,775.5224790447763,1013.1480822992075,0.0
1,2021-11-02 19:55:43,35.0,tagRFID257,1373.394970788985,1001.2730505504329,0.0
1,2021-11-02 19:55:43,35.0,tagRFID258,1286.898653795952,987.6149352326239,0.0
1,2021-11-02 19:55:43,35.0,tagRFID187,178.14681229393543,643.7937515913865,0.0
1,2021-11-02 19:55:43,35.0,tagRFID188,748.2092964188766,509.7912115842796,0.0
1,2021-11-02 19:55:43,35.0,tagRFID189,1548.966217930243,150.5318770643559,0.0
1,2021-11-02 19:55:43,35.0,tagRFID190,1762.7411734796174,674.971805944526,0.0
1,2021-11-02 19:55:43,35.0,tagRFID183,1097.568707136936,336.1981203992952,0.0
1,2021-11-02 19:55:43,35.0,tagRFID184,1110.6324612648302,260.3881127812046,0.0
1,2021-11-02 19:55:43,35.0,tagRFID185,1137.0586741180578,104.80873761800322,0.0
1,2021-11-02 19:55:43,35.0,tagRFID186,1246.5186690341077,283.1506223015909,0.0
1,2021-11-02 19:55:43,35.0,tagRFID179,1622.7005334022547,347.97561595432603,0.0
1,2021-11-02 19:55:43,35.0,tagRFID180,912.9906019786831,227.332486669044,0.0
1,2021-11-02 19:55:43,35.0,tagRFID181,961.783083562569,313.1399542810043,0.0
1,2021-11-02 19:55:43,35.0,tagRFID182,974.5511810994071,237.62560325244417,0.0
1,2021-11-02 19:55:43,35.0,tagRFID175,0.00000000017741731,1833.5036830090464,0.0
1,2021-11-02 19:55:43,35.0,tagRFID176,1395.069342137049,228.22250444664397,0.0
1,2021-11-02 19:55:43,35.0,tagRFID177,1259.4818389612367,205.2618745279162,0.0
1,2021-11-02 19:55:43,35.0,tagRFID178,1272.64617728908,127.96748793961426,0.0
1,2021-11-02 19:55:43,35.0,tagRFID171,568.8768097544043,1155.3649987339886,0.0
1,2021-11-02 19:55:43,35.0,tagRFID172,311.25933451868747,1658.8224536435787,0.0
1,2021-11-02 19:55:43,35.0,tagRFID173,138.2606045214177,1739.0855981737227,0.0
1,2021-11-02 19:55:43,35.0,tagRFID174,148.05994411715884,1766.203708409438,0.0
1,2021-11-02 19:55:43,35.0,tagRFID167,1185.0586741142909,456.54559309093065,0.0
1,2021-11-02 19:55:43,35.0,tagRFID168,1008.2011684012695,867.6637033280198,0.0
1,2021-11-02 19:55:43,35.0,tagRFID169,991.7724155415921,965.3462026930129,0.0
1,2021-11-02 19:55:43,35.0,tagRFID170,162.5074930144637,1441.188722379517,0.0
1,2021-11-02 19:55:43,35.0,tagRFID163,1033.9324358645267,713.0718821462395,0.0
1,2021-11-02 19:55:43,35.0,tagRFID164,1059.5661671297112,561.9486918972873,0.0
1,2021-11-02 19:55:43,35.0,tagRFID165,1292.1412242822853,601.435610869791,0.0
1,2021-11-02 19:55:43,35.0,tagRFID166,1216.4318008626535,462.1874523767101,0.0
1,2021-11-02 19:55:43,35.0,tagRFID159,898.6405892785996,691.5956311948845,0.0
1,2021-11-02 19:55:43,35.0,tagRFID160,884.7843535690137,771.5631191298206,0.0
1,2021-11-02 19:55:43,35.0,tagRFID161,949.018034034633,388.6512573031107,0.0
1,2021-11-02 19:55:43,35.0,tagRFID162,1020.1767843545707,794.4262128533851,0.0
1,2021-11-02 19:55:43,35.0,tagRFID219,603.6149352296533,192.19812039406068,0.0
1,2021-11-02 19:55:43,35.0,tagRFID220,615.6880873759533,162.608077215229,0.0
1,2021-11-02 19:55:43,35.0,tagRFID221,643.8943357858711,209.02311404353702,0.0
1,2021-11-02 19:55:43,35.0,tagRFID222,230.49936499585016,692.2905765847129,0.0
1,2021-11-02 19:55:43,35.0,tagRFID215,1149.6286512565189,32.65938532243253,0.0
1,2021-11-02 19:55:43,35.0,tagRFID216,961.1887223782963,1193.6662433322651,0.0
1,2021-11-02 19:55:43,35.0,tagRFID217,803.8293116559563,1178.3286766622925,0.0
1,2021-11-02 19:55:43,35.0,tagRFID218,302.6487172969917,1026.211836424547,0.0
1,2021-11-02 19:55:43,35.0,tagRFID211,354.7056134086308,1750.1711963422563,0.0
1,2021-11-02 19:55:43,35.0,tagRFID212,175.4737109439303,1824.9906019824075,0.0
1,2021-11-02 19:55:43,35.0,tagRFID213,575.6068072139607,372.8168656388125,0.0
1,2021-11-02 19:55:43,35.0,tagRFID214,418.5430530874318,1142.6974853958222,0.0
1,2021-11-02 19:55:43,35.0,tagRFID207,49.487426974814205,357.2781305568061,0.0
1,2021-11-02 19:55:43,35.0,tagRFID208,118.56743713473233,191.50622301480212,0.0
1,2021-11-02 19:55:43,35.0,tagRFID209,1071.145542290978,1454.55118110226,0.0
1,2021-11-02 19:55:43,35.0,tagRFID210,798.9799339579007,1539.86182372543,0.0
1,2021-11-02 19:55:43,35.0,tagRFID203,445.06680213284204,411.91059182080323,0.0
1,2021-11-02 19:55:43,35.0,tagRFID204,531.368046735513,478.5156210345576,0.0
1,2021-11-02 19:55:43,35.0,tagRFID205,263.8536957065852,1127.4574549181743,0.0
1,2021-11-02 19:55:43,35.0,tagRFID206,870.632461262978,895.9674879351235,0.0
1,2021-11-02 19:55:43,35.0,tagRFID199,571.1536703072653,383.01244602548815,0.0
1,2021-11-02 19:55:43,35.0,tagRFID200,290.4749809499619,885.4762509533819,0.0
1,2021-11-02 19:55:43,35.0,tagRFID201,221.49555499070263,846.7818135661535,0.0
1,2021-11-02 19:55:43,35.0,tagRFID202,86.5999491974841,771.2674625374515,0.0
1,2021-11-02 19:55:43,35.0,tagRFID195,1026.2118364239439,1331.631191264188,0.0
1,2021-11-02 19:55:43,35.0,tagRFID196,1067.2837185672115,1417.1399542831446,0.0
1,2021-11-02 19:55:43,35.0,tagRFID197,1167.7399034788589,1223.3568707128557,0.0
1,2021-11-02 19:55:43,35.0,tagRFID198,1030.8630937228065,1157.8399796837007,0.0
1,2021-11-02 19:55:43,35.0,tagRFID191,42.26060451876778,1923.5661671358541,0.0
1,2021-11-02 19:55:43,35.0,tagRFID192,27.316230629905036,1891.9949199896469,0.0
1,2021-11-02 19:55:43,35.0,tagRFID193,1105.9812039597225,1016.7112014221643,0.0
1,2021-11-02 19:55:43,35.0,tagRFID194,1101.6256032515967,1026.9037338065025,0.0
1,2021-11-02 19:55:43,35.0,tagRFID315,1525.0515621023974,1116.7119951761647,0.0
1,2021-11-02 19:55:43,35.0,tagRFID316,1498.848806196376,1082.749873004969,0.0
1,2021-11-02 19:55:43,35.0,tagRFID317,1522.3846520165348,1023.7600012723302,0.0
